Train epoch 1: top1%=0.16392499208450317, top2%=0.31219998002052307, top3%=0.4282749891281128, top4%=0.5384500026702881, top5%=0.6394500136375427, loss=0.07012233569920064, time=162.3239278793335s
Train epoch 2: top1%=0.19550000131130219, top2%=0.35942497849464417, top3%=0.4786999821662903, top4%=0.5912749767303467, top5%=0.6881499886512756, loss=0.06739237585067749, time=162.3650200366974s
Train epoch 3: top1%=0.19357499480247498, top2%=0.3589499890804291, top3%=0.4804999828338623, top4%=0.5936499834060669, top5%=0.6924999952316284, loss=0.06721647201478481, time=162.20112776756287s
Train epoch 4: top1%=0.18937499821186066, top2%=0.3404249846935272, top3%=0.4607499837875366, top4%=0.5665499567985535, top5%=0.6665749549865723, loss=0.06808365535140037, time=162.77267217636108s
Train epoch 5: top1%=0.2068749964237213, top2%=0.375900000333786, top3%=0.49889999628067017, top4%=0.6079249978065491, top5%=0.7041749954223633, loss=0.06660896434783936, time=162.22318601608276s
Train epoch 6: top1%=0.21707499027252197, top2%=0.3891499936580658, top3%=0.5190749764442444, top4%=0.6312999725341797, top5%=0.7252999544143677, loss=0.06586674719452858, time=162.92136144638062s
Train epoch 7: top1%=0.22669999301433563, top2%=0.40625, top3%=0.5411750078201294, top4%=0.6519749760627747, top5%=0.7456249594688416, loss=0.06513418343067169, time=162.64672327041626s
Train epoch 8: top1%=0.2323249876499176, top2%=0.4168500006198883, top3%=0.5497750043869019, top4%=0.6603249907493591, top5%=0.7533249855041504, loss=0.06477046319544315, time=163.05151796340942s
Train epoch 9: top1%=0.2212499976158142, top2%=0.4017750024795532, top3%=0.5320999622344971, top4%=0.6428250074386597, top5%=0.7378749847412109, loss=0.06524271050691605, time=163.20064616203308s
Train epoch 10: top1%=0.22084999084472656, top2%=0.4055749773979187, top3%=0.5374749898910522, top4%=0.6520249843597412, top5%=0.743524968624115, loss=0.06513214979469777, time=163.27211737632751s
Train epoch 11: top1%=0.22739998996257782, top2%=0.41222497820854187, top3%=0.5467999577522278, top4%=0.6590749621391296, top5%=0.749875009059906, loss=0.06480032927691937, time=162.96978974342346s
Train epoch 12: top1%=0.22999998927116394, top2%=0.41679999232292175, top3%=0.5514500141143799, top4%=0.6645999550819397, top5%=0.7556999921798706, loss=0.06454217189252376, time=162.56554007530212s
Train epoch 13: top1%=0.23229999840259552, top2%=0.41702499985694885, top3%=0.5554249882698059, top4%=0.6667249798774719, top5%=0.7613999843597412, loss=0.06424279959499836, time=163.08081340789795s
Train epoch 14: top1%=0.23382499814033508, top2%=0.4185499846935272, top3%=0.5573750138282776, top4%=0.6679999828338623, top5%=0.7601999640464783, loss=0.06406279491186143, time=162.8184666633606s
Train epoch 15: top1%=0.24062499403953552, top2%=0.428974986076355, top3%=0.5682249665260315, top4%=0.6814000010490417, top5%=0.7694500088691711, loss=0.06356728002130985, time=163.47303557395935s
Train epoch 16: top1%=0.24787499010562897, top2%=0.43332499265670776, top3%=0.5754249691963196, top4%=0.6878499984741211, top5%=0.776075005531311, loss=0.06318002526164054, time=162.9462103843689s
Train epoch 17: top1%=0.24747499823570251, top2%=0.4357749819755554, top3%=0.5758249759674072, top4%=0.6902499794960022, top5%=0.7754999995231628, loss=0.06303924576044083, time=162.8835005760193s
Train epoch 18: top1%=0.2518250048160553, top2%=0.43939998745918274, top3%=0.5850749611854553, top4%=0.6947000026702881, top5%=0.7812749743461609, loss=0.06278503913879395, time=163.20704555511475s
Train epoch 19: top1%=0.2511250078678131, top2%=0.4427749812602997, top3%=0.588450014591217, top4%=0.7011249661445618, top5%=0.7844749689102173, loss=0.06267730149924755, time=162.61028122901917s
Train epoch 20: top1%=0.25142499804496765, top2%=0.4440999925136566, top3%=0.590749979019165, top4%=0.701324999332428, top5%=0.787024974822998, loss=0.0625595494568348, time=162.77929139137268s
Train epoch 21: top1%=0.2549000084400177, top2%=0.44759997725486755, top3%=0.5926249623298645, top4%=0.7049999833106995, top5%=0.7896999716758728, loss=0.062374626368284225, time=162.65591883659363s
Train epoch 22: top1%=0.25667500495910645, top2%=0.44737499952316284, top3%=0.5974999666213989, top4%=0.7111499905586243, top5%=0.7935000061988831, loss=0.06209361902475357, time=163.15749835968018s
Train epoch 23: top1%=0.2599250078201294, top2%=0.4582499861717224, top3%=0.6034749746322632, top4%=0.7172499895095825, top5%=0.8012999892234802, loss=0.0615407186627388, time=162.7739338874817s
Train epoch 24: top1%=0.2713249921798706, top2%=0.4734250009059906, top3%=0.618649959564209, top4%=0.7272999882698059, top5%=0.8093000054359436, loss=0.06088882302045822, time=163.0988199710846s
Train epoch 25: top1%=0.2836250066757202, top2%=0.4849499762058258, top3%=0.6321499943733215, top4%=0.7405250072479248, top5%=0.8187249898910522, loss=0.059983217296004296, time=163.14662098884583s
Train epoch 26: top1%=0.2851499915122986, top2%=0.4940750002861023, top3%=0.6417750120162964, top4%=0.7476750016212463, top5%=0.8251499533653259, loss=0.05958283278644085, time=162.71057653427124s
Train epoch 27: top1%=0.2894499897956848, top2%=0.49857500195503235, top3%=0.6444999575614929, top4%=0.7468000054359436, top5%=0.8254249691963196, loss=0.05933759548664093, time=162.07417726516724s
Train epoch 28: top1%=0.29292500019073486, top2%=0.5032249689102173, top3%=0.6496999859809875, top4%=0.7561500072479248, top5%=0.8317499756813049, loss=0.05895042101442814, time=162.0542278289795s
Train epoch 29: top1%=0.2955999970436096, top2%=0.5096249580383301, top3%=0.6531499624252319, top4%=0.7594749927520752, top5%=0.8333500027656555, loss=0.05869636560678482, time=162.50993394851685s
Train epoch 30: top1%=0.2992749810218811, top2%=0.5105000138282776, top3%=0.6566749811172485, top4%=0.7591999769210815, top5%=0.8352999687194824, loss=0.05850164779424667, time=162.79912543296814s
Train epoch 31: top1%=0.29694998264312744, top2%=0.5130249857902527, top3%=0.6588249802589417, top4%=0.764074981212616, top5%=0.8380249738693237, loss=0.05827105005681515, time=162.69620609283447s
Train epoch 32: top1%=0.302825003862381, top2%=0.5202499628067017, top3%=0.6632499694824219, top4%=0.7641249895095825, top5%=0.8380999565124512, loss=0.05810010072290897, time=162.51366305351257s
Train epoch 33: top1%=0.3032749891281128, top2%=0.5232250094413757, top3%=0.6649999618530273, top4%=0.7667250037193298, top5%=0.840149998664856, loss=0.057884519335627556, time=163.083345413208s
Train epoch 34: top1%=0.30607500672340393, top2%=0.5242999792098999, top3%=0.6669749617576599, top4%=0.7681499719619751, top5%=0.84232497215271, loss=0.0577121600329876, time=162.940434217453s
Train epoch 35: top1%=0.3084000051021576, top2%=0.5287749767303467, top3%=0.6710999608039856, top4%=0.7709749937057495, top5%=0.8452999591827393, loss=0.05749276786744595, time=162.9481601715088s
Train epoch 36: top1%=0.3109250068664551, top2%=0.5315250158309937, top3%=0.6730749607086182, top4%=0.7731750011444092, top5%=0.8473749756813049, loss=0.05721405813694, time=162.86209750175476s
Train epoch 37: top1%=0.31949999928474426, top2%=0.5347499847412109, top3%=0.6770249605178833, top4%=0.7785249948501587, top5%=0.8499249815940857, loss=0.05675132682621479, time=162.89025378227234s
Train epoch 38: top1%=0.3234499990940094, top2%=0.5444999933242798, top3%=0.6854000091552734, top4%=0.7831499576568604, top5%=0.8536999821662903, loss=0.05638196340203285, time=163.50332260131836s
Train epoch 39: top1%=0.3254999816417694, top2%=0.5496249794960022, top3%=0.6856499910354614, top4%=0.7841749787330627, top5%=0.8555999994277954, loss=0.05618271385729313, time=162.68980264663696s
Train epoch 40: top1%=0.3281500041484833, top2%=0.5488249659538269, top3%=0.6872999668121338, top4%=0.7839499711990356, top5%=0.8550499677658081, loss=0.055992070943117145, time=162.29029154777527s
Train epoch 41: top1%=0.3343749940395355, top2%=0.5558499693870544, top3%=0.6943249702453613, top4%=0.7878749966621399, top5%=0.8594499826431274, loss=0.05566549115478992, time=163.2193958759308s
Train epoch 42: top1%=0.3394249975681305, top2%=0.5605499744415283, top3%=0.698074996471405, top4%=0.7944749593734741, top5%=0.8653499484062195, loss=0.0552388961404562, time=162.971351146698s
Train epoch 43: top1%=0.34252500534057617, top2%=0.5641250014305115, top3%=0.7009499669075012, top4%=0.7973499894142151, top5%=0.8670249581336975, loss=0.055051708060503, time=162.8061022758484s
Train epoch 44: top1%=0.34630000591278076, top2%=0.5671749711036682, top3%=0.70517498254776, top4%=0.7994999885559082, top5%=0.8692749738693237, loss=0.054805856531858446, time=162.59127044677734s
Train epoch 45: top1%=0.3468499779701233, top2%=0.5685999989509583, top3%=0.7078749537467957, top4%=0.8014999628067017, top5%=0.8690750002861023, loss=0.054619855561852455, time=162.189537525177s
Train epoch 46: top1%=0.352649986743927, top2%=0.5737499594688416, top3%=0.7089749574661255, top4%=0.8041499853134155, top5%=0.8725000023841858, loss=0.05424003362357616, time=162.58681225776672s
Train epoch 47: top1%=0.3527999818325043, top2%=0.5730000138282776, top3%=0.7107250094413757, top4%=0.8055749535560608, top5%=0.8732999563217163, loss=0.05403557803034782, time=162.7883791923523s
Train epoch 48: top1%=0.3540000021457672, top2%=0.5756499767303467, top3%=0.7131249904632568, top4%=0.8096500039100647, top5%=0.876924991607666, loss=0.053778521546721456, time=163.20096445083618s
Train epoch 49: top1%=0.35907498002052307, top2%=0.5783500075340271, top3%=0.7149249911308289, top4%=0.8084250092506409, top5%=0.8749749660491943, loss=0.05366610662043095, time=163.2131953239441s
Train epoch 50: top1%=0.35784998536109924, top2%=0.5793749690055847, top3%=0.7156999707221985, top4%=0.8107500076293945, top5%=0.878600001335144, loss=0.053565061259269714, time=162.71279382705688s
Train epoch 51: top1%=0.3646000027656555, top2%=0.5852499604225159, top3%=0.7211499810218811, top4%=0.8131499886512756, top5%=0.880299985408783, loss=0.05320367235243321, time=162.55279207229614s
Train epoch 52: top1%=0.36332499980926514, top2%=0.585349977016449, top3%=0.7221249938011169, top4%=0.8149999976158142, top5%=0.8818749785423279, loss=0.053133878454566005, time=162.4396505355835s
Train epoch 53: top1%=0.36752498149871826, top2%=0.5901749730110168, top3%=0.725600004196167, top4%=0.8179499506950378, top5%=0.8842499852180481, loss=0.052822074466943744, time=163.32412838935852s
Train epoch 54: top1%=0.368399977684021, top2%=0.5891749858856201, top3%=0.7257750034332275, top4%=0.8191249966621399, top5%=0.8834999799728394, loss=0.052791118201613425, time=162.9450318813324s
Train epoch 55: top1%=0.3667999804019928, top2%=0.5911499857902527, top3%=0.725600004196167, top4%=0.819849967956543, top5%=0.8852499723434448, loss=0.05266626015603542, time=162.7194800376892s
Train epoch 56: top1%=0.36899998784065247, top2%=0.5922749638557434, top3%=0.7288249731063843, top4%=0.8220499753952026, top5%=0.8861500024795532, loss=0.05252023541331291, time=163.40428757667542s
Train epoch 57: top1%=0.3725999891757965, top2%=0.5934000015258789, top3%=0.7278249859809875, top4%=0.821899950504303, top5%=0.8847249746322632, loss=0.05242548803985119, time=163.54882383346558s
Train epoch 58: top1%=0.37564998865127563, top2%=0.59722501039505, top3%=0.7321749925613403, top4%=0.8215749859809875, top5%=0.8880499601364136, loss=0.05215793632864952, time=162.924076795578s
Train epoch 59: top1%=0.3771999776363373, top2%=0.5999249815940857, top3%=0.7348249554634094, top4%=0.8253999948501587, top5%=0.8912000060081482, loss=0.05200885395407677, time=163.60772466659546s
Train epoch 60: top1%=0.37652498483657837, top2%=0.5987749695777893, top3%=0.7341499924659729, top4%=0.8262749910354614, top5%=0.8900749683380127, loss=0.05209776286184788, time=164.2292342185974s
Train epoch 61: top1%=0.3773999810218811, top2%=0.5990749597549438, top3%=0.7351499795913696, top4%=0.8261249661445618, top5%=0.892425000667572, loss=0.05184047761261463, time=164.0137894153595s
Train epoch 62: top1%=0.383124977350235, top2%=0.6009500026702881, top3%=0.7384499907493591, top4%=0.8296749591827393, top5%=0.8936249613761902, loss=0.05163492534458637, time=163.98990964889526s
Train epoch 63: top1%=0.38005000352859497, top2%=0.6037999987602234, top3%=0.7389499545097351, top4%=0.8286749720573425, top5%=0.8919749855995178, loss=0.05170003540217877, time=163.48107886314392s
Train epoch 64: top1%=0.3849000036716461, top2%=0.6053999662399292, top3%=0.7374249696731567, top4%=0.8293249607086182, top5%=0.892924964427948, loss=0.051525301349163055, time=163.53780961036682s
Train epoch 65: top1%=0.3837999999523163, top2%=0.6079249978065491, top3%=0.7440249919891357, top4%=0.8340749740600586, top5%=0.8964999914169312, loss=0.05127027289867401, time=162.78189897537231s
Train epoch 66: top1%=0.385699987411499, top2%=0.6089999675750732, top3%=0.7432499527931213, top4%=0.8331249952316284, top5%=0.8949499726295471, loss=0.05126352834999561, time=162.87510418891907s
Train epoch 67: top1%=0.38724997639656067, top2%=0.6085249781608582, top3%=0.7422749996185303, top4%=0.8329249620437622, top5%=0.8966999650001526, loss=0.05126144788265228, time=162.35437107086182s
Train epoch 68: top1%=0.38679999113082886, top2%=0.611674964427948, top3%=0.7448999881744385, top4%=0.8335749506950378, top5%=0.8951500058174133, loss=0.05122474360764027, time=162.95791172981262s
Train epoch 69: top1%=0.38705000281333923, top2%=0.6112749576568604, top3%=0.7452249526977539, top4%=0.8347749710083008, top5%=0.8980499505996704, loss=0.05101153669953346, time=163.04813075065613s
