Train epoch 1: top1%=0.11249200254678726, top2%=0.2086160033941269, top3%=0.3096480071544647, top4%=0.407260000705719, top5%=0.506600022315979, loss=0.009529256714820862, time=85.94825267791748s
Train epoch 2: top1%=0.16204799711704254, top2%=0.3024919927120209, top3%=0.4243600070476532, top4%=0.533407986164093, top5%=0.6291880011558533, loss=0.008645956817626954, time=103.00087714195251s
Train epoch 3: top1%=0.17018400132656097, top2%=0.3143959939479828, top3%=0.4379960000514984, top4%=0.5467079877853394, top5%=0.6406840085983276, loss=0.008583136318206787, time=157.3883867263794s
Train epoch 4: top1%=0.1735360026359558, top2%=0.3170959949493408, top3%=0.4395119845867157, top4%=0.5459359884262085, top5%=0.6402360200881958, loss=0.00852769130039215, time=170.54976320266724s
Train epoch 5: top1%=0.1757880002260208, top2%=0.3207800090312958, top3%=0.4430080056190491, top4%=0.5489919781684875, top5%=0.6415879726409912, loss=0.00848876180267334, time=171.30898523330688s
Train epoch 6: top1%=0.18893200159072876, top2%=0.33743199706077576, top3%=0.46100398898124695, top4%=0.5650519728660583, top5%=0.6562280058860779, loss=0.008441585998535157, time=171.40899300575256s
Train epoch 7: top1%=0.19054000079631805, top2%=0.34026798605918884, top3%=0.46289199590682983, top4%=0.5660200119018555, top5%=0.6582159996032715, loss=0.008383338855266572, time=171.1323688030243s
Train epoch 8: top1%=0.20005199313163757, top2%=0.351608008146286, top3%=0.47476398944854736, top4%=0.5770879983901978, top5%=0.6666079759597778, loss=0.008313012155532836, time=171.39320158958435s
Train epoch 9: top1%=0.2063319981098175, top2%=0.3604919910430908, top3%=0.48300400376319885, top4%=0.5861759781837463, top5%=0.6756960153579712, loss=0.008252335391998291, time=171.47405648231506s
Train epoch 10: top1%=0.2147279977798462, top2%=0.3720160126686096, top3%=0.4947719871997833, top4%=0.5970039963722229, top5%=0.6849200129508972, loss=0.00813019028520584, time=171.42864441871643s
Train epoch 11: top1%=0.22321200370788574, top2%=0.38280799984931946, top3%=0.5051440000534058, top4%=0.6066759824752808, top5%=0.6938639879226685, loss=0.008057111340522767, time=171.42174243927002s
Train epoch 12: top1%=0.24153999984264374, top2%=0.4060559868812561, top3%=0.5269799828529358, top4%=0.6259559988975525, top5%=0.7102760076522827, loss=0.007864484731197358, time=171.38442420959473s
Train epoch 13: top1%=0.25914400815963745, top2%=0.4233280122280121, top3%=0.5420759916305542, top4%=0.6396840214729309, top5%=0.7221119999885559, loss=0.007652785101890564, time=171.59119653701782s
Train epoch 14: top1%=0.2732200026512146, top2%=0.43820399045944214, top3%=0.5558279752731323, top4%=0.6513639688491821, top5%=0.7312399744987488, loss=0.007507371475219727, time=171.63847041130066s
Train epoch 15: top1%=0.2903040051460266, top2%=0.4562639892101288, top3%=0.5724200010299683, top4%=0.6644359827041626, top5%=0.7407680153846741, loss=0.007381993372440338, time=171.19126272201538s
Train epoch 16: top1%=0.290692001581192, top2%=0.4547559916973114, top3%=0.5673080086708069, top4%=0.6595240235328674, top5%=0.7369440197944641, loss=0.0073086674723625185, time=171.2273814678192s
Train epoch 17: top1%=0.3046880066394806, top2%=0.469107985496521, top3%=0.5824599862098694, top4%=0.6723960041999817, top5%=0.7474319934844971, loss=0.007225000416278839, time=171.0228533744812s
Train epoch 18: top1%=0.31413599848747253, top2%=0.47984400391578674, top3%=0.5921440124511719, top4%=0.6819120049476624, top5%=0.7553279995918274, loss=0.007172229303359985, time=171.18462204933167s
Train epoch 19: top1%=0.3154959976673126, top2%=0.4788280129432678, top3%=0.5910800099372864, top4%=0.6791039705276489, top5%=0.7534800171852112, loss=0.00715473078584671, time=171.50730395317078s
Train epoch 20: top1%=0.3169960081577301, top2%=0.4802199900150299, top3%=0.5917360186576843, top4%=0.6811559796333313, top5%=0.7552239894866943, loss=0.007102444969177246, time=171.3672330379486s
Train epoch 21: top1%=0.31872400641441345, top2%=0.48121199011802673, top3%=0.5923600196838379, top4%=0.6821359992027283, top5%=0.7552359700202942, loss=0.007066542685508728, time=171.54232048988342s
Train epoch 22: top1%=0.30928799510002136, top2%=0.47088000178337097, top3%=0.5828440189361572, top4%=0.6720479726791382, top5%=0.7471479773521423, loss=0.007063464165687561, time=171.47491908073425s
Train epoch 23: top1%=0.32201600074768066, top2%=0.48538801074028015, top3%=0.5965200066566467, top4%=0.6842759847640991, top5%=0.7572839856147766, loss=0.007026843590259552, time=171.62950491905212s
Train epoch 24: top1%=0.31863200664520264, top2%=0.47960400581359863, top3%=0.589676022529602, top4%=0.678380012512207, top5%=0.750931978225708, loss=0.0069817275500297545, time=171.32151770591736s
Train epoch 25: top1%=0.33083200454711914, top2%=0.4928480088710785, top3%=0.6018679738044739, top4%=0.6886759996414185, top5%=0.7610960006713867, loss=0.006944729067325592, time=171.5997462272644s
Train epoch 26: top1%=0.31869998574256897, top2%=0.4799720048904419, top3%=0.5901600122451782, top4%=0.6790599822998047, top5%=0.7517520189285278, loss=0.0069735850386619565, time=171.60597038269043s
Train epoch 27: top1%=0.33430400490760803, top2%=0.49486398696899414, top3%=0.6049799919128418, top4%=0.6911559700965881, top5%=0.7616320252418518, loss=0.0069034286723136905, time=171.61084985733032s
Train epoch 28: top1%=0.3223479986190796, top2%=0.48278799653053284, top3%=0.5951039791107178, top4%=0.6838520169258118, top5%=0.7562239766120911, loss=0.00694646228647232, time=171.28024649620056s
Train epoch 29: top1%=0.3369239866733551, top2%=0.49852800369262695, top3%=0.6079440116882324, top4%=0.694379985332489, top5%=0.7660639882087708, loss=0.006908410044670105, time=171.422518491745s
Train epoch 30: top1%=0.32575199007987976, top2%=0.4875360131263733, top3%=0.5991079807281494, top4%=0.6870759725570679, top5%=0.7601040005683899, loss=0.006981042222976685, time=171.64524507522583s
Train epoch 31: top1%=0.33425599336624146, top2%=0.49549201130867004, top3%=0.6047719717025757, top4%=0.6927199959754944, top5%=0.7631999850273132, loss=0.006899327621936798, time=171.57404565811157s
Train epoch 32: top1%=0.3375999927520752, top2%=0.49785998463630676, top3%=0.6064079999923706, top4%=0.6913520097732544, top5%=0.7621840238571167, loss=0.006819879514217377, time=172.07787919044495s
Train epoch 33: top1%=0.34372401237487793, top2%=0.5062159895896912, top3%=0.6139559745788574, top4%=0.6984800100326538, top5%=0.7689880132675171, loss=0.006873147377490997, time=171.64056849479675s
Train epoch 34: top1%=0.3292959928512573, top2%=0.4888319969177246, top3%=0.5983039736747742, top4%=0.6844959855079651, top5%=0.7567600011825562, loss=0.006847629610538483, time=171.49028253555298s
Train epoch 35: top1%=0.34252798557281494, top2%=0.5033919811248779, top3%=0.6116520166397095, top4%=0.695859968662262, top5%=0.7663959860801697, loss=0.006812458920001984, time=171.69706511497498s
Train epoch 36: top1%=0.33423998951911926, top2%=0.4935159981250763, top3%=0.6035400032997131, top4%=0.6902920007705688, top5%=0.7625600099563599, loss=0.006866821146011353, time=171.87711262702942s
Train epoch 37: top1%=0.33297601342201233, top2%=0.4918319880962372, top3%=0.6004239916801453, top4%=0.6875360012054443, top5%=0.7598599791526794, loss=0.006841613745689392, time=172.07837200164795s
Train epoch 38: top1%=0.345768004655838, top2%=0.5072399973869324, top3%=0.6157640218734741, top4%=0.7005000114440918, top5%=0.7703520059585571, loss=0.006822190310955048, time=171.5600950717926s
Train epoch 39: top1%=0.3396959900856018, top2%=0.5000439882278442, top3%=0.6096240282058716, top4%=0.6943879723548889, top5%=0.7651479840278625, loss=0.006822476434230804, time=171.70120906829834s
Train epoch 40: top1%=0.3420400023460388, top2%=0.50245201587677, top3%=0.610264003276825, top4%=0.6959440112113953, top5%=0.766435980796814, loss=0.006827691061496734, time=171.94865608215332s
Train epoch 41: top1%=0.3375760018825531, top2%=0.4977560043334961, top3%=0.6067119836807251, top4%=0.6925079822540283, top5%=0.7637959718704224, loss=0.0068676603698730465, time=171.38709354400635s
Train epoch 42: top1%=0.3403800129890442, top2%=0.49917200207710266, top3%=0.6073840260505676, top4%=0.6921960115432739, top5%=0.7633039951324463, loss=0.00679411483335495, time=171.15884470939636s
Train epoch 43: top1%=0.33412399888038635, top2%=0.4939559996128082, top3%=0.6019600033760071, top4%=0.6881439685821533, top5%=0.7596079707145691, loss=0.006784190372943878, time=171.09009981155396s
Train epoch 44: top1%=0.34200000762939453, top2%=0.5027719736099243, top3%=0.6123960018157959, top4%=0.6982439756393433, top5%=0.7687240242958069, loss=0.006805222685813904, time=171.5268623828888s
Train epoch 45: top1%=0.33674800395965576, top2%=0.49637600779533386, top3%=0.6047760248184204, top4%=0.6901800036430359, top5%=0.7611280083656311, loss=0.0067513250651359555, time=171.429208278656s
Train epoch 46: top1%=0.3462800085544586, top2%=0.5069119930267334, top3%=0.6154879927635193, top4%=0.7001760005950928, top5%=0.769756019115448, loss=0.006806354636669159, time=171.12230253219604s
Train epoch 47: top1%=0.35120800137519836, top2%=0.5123159885406494, top3%=0.6197320222854614, top4%=0.704255998134613, top5%=0.7733399868011475, loss=0.00676492514371872, time=171.57307028770447s
Train epoch 48: top1%=0.34356001019477844, top2%=0.504427969455719, top3%=0.6126559972763062, top4%=0.6979799866676331, top5%=0.7682759761810303, loss=0.0067682086868286135, time=171.40321826934814s
Train epoch 49: top1%=0.3384439945220947, top2%=0.49920400977134705, top3%=0.6077399849891663, top4%=0.6930999755859375, top5%=0.763975977897644, loss=0.006761100955486298, time=171.68516302108765s
Train epoch 50: top1%=0.3501119911670685, top2%=0.5099920034408569, top3%=0.6180319786071777, top4%=0.7013760209083557, top5%=0.7707880139350891, loss=0.006750031599521637, time=171.5994098186493s
Train epoch 51: top1%=0.34932398796081543, top2%=0.5100039839744568, top3%=0.618287980556488, top4%=0.7029560208320618, top5%=0.7714999914169312, loss=0.006755785587310791, time=171.65310406684875s
Train epoch 52: top1%=0.3431920111179352, top2%=0.5028039813041687, top3%=0.6108199954032898, top4%=0.6961240172386169, top5%=0.7664160132408142, loss=0.0067646869206428525, time=171.0288121700287s
Train epoch 53: top1%=0.3442479968070984, top2%=0.5039200186729431, top3%=0.6136519908905029, top4%=0.6990119814872742, top5%=0.7696359753608704, loss=0.00678416695022583, time=171.60330820083618s
Train epoch 54: top1%=0.3451879918575287, top2%=0.5053920149803162, top3%=0.6128159761428833, top4%=0.6985679864883423, top5%=0.768451988697052, loss=0.006767142236709595, time=171.3446261882782s
Train epoch 55: top1%=0.34120801091194153, top2%=0.500980019569397, top3%=0.6106039881706238, top4%=0.694815993309021, top5%=0.7657840251922607, loss=0.006761840365409851, time=171.6373987197876s
Train epoch 56: top1%=0.3472760021686554, top2%=0.5065000057220459, top3%=0.6129400134086609, top4%=0.6965360045433044, top5%=0.7664279937744141, loss=0.006682133285045624, time=171.9537992477417s
Train epoch 57: top1%=0.33577999472618103, top2%=0.4953640103340149, top3%=0.6041839718818665, top4%=0.6892960071563721, top5%=0.7611439824104309, loss=0.006724161179065704, time=171.48396849632263s
Train epoch 58: top1%=0.35720399022102356, top2%=0.5179759860038757, top3%=0.6254640221595764, top4%=0.7086319923400879, top5%=0.7767400145530701, loss=0.006733030170440674, time=171.5681402683258s
Train epoch 59: top1%=0.3472279906272888, top2%=0.506667971611023, top3%=0.6142600178718567, top4%=0.6982759833335876, top5%=0.7681760191917419, loss=0.006746511487483978, time=171.82020497322083s
Train epoch 60: top1%=0.3468239903450012, top2%=0.5051599740982056, top3%=0.6121280193328857, top4%=0.6967359781265259, top5%=0.766431987285614, loss=0.006710681339740753, time=171.61171698570251s
Train epoch 61: top1%=0.33661600947380066, top2%=0.49387601017951965, top3%=0.6004239916801453, top4%=0.6847320199012756, top5%=0.7555959820747375, loss=0.00666768930721283, time=171.53694415092468s
Train epoch 62: top1%=0.3456679880619049, top2%=0.5058320164680481, top3%=0.6120839715003967, top4%=0.6966760158538818, top5%=0.7668960094451904, loss=0.006718350214481353, time=171.50809836387634s
Train epoch 63: top1%=0.345876008272171, top2%=0.5055000185966492, top3%=0.6120960116386414, top4%=0.6980000138282776, top5%=0.7681559920310974, loss=0.006743899595737457, time=171.22067523002625s
Train epoch 64: top1%=0.3452639877796173, top2%=0.5022519826889038, top3%=0.6106560230255127, top4%=0.6949880123138428, top5%=0.7650920152664185, loss=0.006706419389724732, time=171.58665490150452s
Train epoch 65: top1%=0.3448159992694855, top2%=0.5026159882545471, top3%=0.608735978603363, top4%=0.6939359903335571, top5%=0.7642520070075989, loss=0.0066562708463668826, time=171.72056007385254s
Train epoch 66: top1%=0.3564560115337372, top2%=0.5150520205497742, top3%=0.6212120056152344, top4%=0.7048959732055664, top5%=0.7729920148849487, loss=0.0066840669560432435, time=172.0406436920166s
Train epoch 67: top1%=0.35591599345207214, top2%=0.5148000121116638, top3%=0.6218159794807434, top4%=0.7043079733848572, top5%=0.773751974105835, loss=0.00669638675737381, time=171.6559329032898s
Train epoch 68: top1%=0.34624001383781433, top2%=0.5051640272140503, top3%=0.6116319894790649, top4%=0.6960399746894836, top5%=0.7655320167541504, loss=0.006691372012615204, time=171.6551067829132s
Train epoch 69: top1%=0.3525480031967163, top2%=0.5112720131874084, top3%=0.6173279881477356, top4%=0.7005119919776917, top5%=0.7695040106773376, loss=0.006666823338508606, time=172.0109097957611s
Train epoch 70: top1%=0.35072800517082214, top2%=0.5101959705352783, top3%=0.6162199974060059, top4%=0.7007880210876465, top5%=0.7709680199623108, loss=0.006690580713272095, time=171.5455801486969s
Train epoch 71: top1%=0.3499079942703247, top2%=0.5115640163421631, top3%=0.6187639832496643, top4%=0.7029920220375061, top5%=0.7718920111656189, loss=0.006690816815853119, time=171.5659303665161s
Train epoch 72: top1%=0.3631199896335602, top2%=0.5238639712333679, top3%=0.6302679777145386, top4%=0.7128679752349854, top5%=0.7806559801101685, loss=0.006677081077098846, time=171.84255361557007s
Train epoch 73: top1%=0.34793201088905334, top2%=0.5051519870758057, top3%=0.6119319796562195, top4%=0.6955400109291077, top5%=0.7642599940299988, loss=0.006633949391365052, time=171.69218015670776s
Train epoch 74: top1%=0.35616400837898254, top2%=0.5160040259361267, top3%=0.6236199736595154, top4%=0.7065399885177612, top5%=0.7741079926490784, loss=0.006682474210739136, time=166.4895498752594s
Train epoch 75: top1%=0.36070001125335693, top2%=0.5203920006752014, top3%=0.6255319714546204, top4%=0.708620011806488, top5%=0.7769119739532471, loss=0.006656962515354157, time=166.3071129322052s
Train epoch 76: top1%=0.35398000478744507, top2%=0.5124279856681824, top3%=0.6192600131034851, top4%=0.7028160095214844, top5%=0.7718719840049744, loss=0.006632869690418243, time=152.89835286140442s
Train epoch 77: top1%=0.3586840033531189, top2%=0.518559992313385, top3%=0.6255679726600647, top4%=0.7084959745407104, top5%=0.776091992855072, loss=0.006678057676315308, time=148.0779995918274s
Train epoch 78: top1%=0.3599280118942261, top2%=0.5159000158309937, top3%=0.6212360262870789, top4%=0.7032240033149719, top5%=0.771888017654419, loss=0.00658997857427597, time=147.31381177902222s
Train epoch 79: top1%=0.3475640118122101, top2%=0.5061879754066467, top3%=0.6117159724235535, top4%=0.6961920261383057, top5%=0.7665039896965027, loss=0.00666612779045105, time=148.00845885276794s
Train epoch 80: top1%=0.3492240011692047, top2%=0.5057119727134705, top3%=0.6118239760398865, top4%=0.6954439878463745, top5%=0.765716016292572, loss=0.006605751558303833, time=147.3644905090332s
Train epoch 81: top1%=0.3555000126361847, top2%=0.513588011264801, top3%=0.6191480159759521, top4%=0.7017560005187988, top5%=0.7709400057792664, loss=0.006611448710441589, time=147.57970356941223s
Train epoch 82: top1%=0.3615480065345764, top2%=0.5202000141143799, top3%=0.6256120204925537, top4%=0.7079520225524902, top5%=0.7756239771842957, loss=0.006600528170108796, time=147.10101127624512s
Train epoch 83: top1%=0.3587479889392853, top2%=0.5185880064964294, top3%=0.6246399879455566, top4%=0.7073519825935364, top5%=0.7749959826469421, loss=0.006600663004875183, time=147.71163964271545s
Train epoch 84: top1%=0.3621560037136078, top2%=0.5192999839782715, top3%=0.6246680021286011, top4%=0.7073400020599365, top5%=0.7751200199127197, loss=0.006589141629219055, time=147.58536314964294s
Train epoch 85: top1%=0.36353200674057007, top2%=0.5220760107040405, top3%=0.6263399720191956, top4%=0.7091839909553528, top5%=0.7770519852638245, loss=0.0066080114784240725, time=147.6999740600586s
Train epoch 86: top1%=0.35750800371170044, top2%=0.5145840048789978, top3%=0.6200240254402161, top4%=0.7030280232429504, top5%=0.7717840075492859, loss=0.00656485285282135, time=147.49685978889465s
Train epoch 87: top1%=0.3581480085849762, top2%=0.5145080089569092, top3%=0.6195399761199951, top4%=0.7016000151634216, top5%=0.769599974155426, loss=0.006547979636669159, time=147.50000262260437s
Train epoch 88: top1%=0.3528040051460266, top2%=0.5094559788703918, top3%=0.6164559721946716, top4%=0.7000479698181152, top5%=0.7696759700775146, loss=0.0066255639390945436, time=148.35820651054382s
Train epoch 89: top1%=0.3568440079689026, top2%=0.5138480067253113, top3%=0.62009197473526, top4%=0.7027959823608398, top5%=0.7717199921607971, loss=0.00660218239402771, time=147.68330311775208s
Train epoch 90: top1%=0.36796000599861145, top2%=0.5275400280952454, top3%=0.6315320134162903, top4%=0.7136080265045166, top5%=0.7800719738006592, loss=0.006560451870441437, time=147.99165058135986s
Train epoch 91: top1%=0.3616119921207428, top2%=0.5179679989814758, top3%=0.6221359968185425, top4%=0.7044240236282349, top5%=0.7731000185012817, loss=0.006568835530281067, time=147.32601809501648s
Train epoch 92: top1%=0.3572160005569458, top2%=0.5137239694595337, top3%=0.6186479926109314, top4%=0.7015640139579773, top5%=0.7707319855690002, loss=0.00656017870759964, time=147.81630516052246s
Train epoch 93: top1%=0.3670879900455475, top2%=0.5252959728240967, top3%=0.629252016544342, top4%=0.7098119854927063, top5%=0.7769079804420471, loss=0.006506080327510834, time=147.9165370464325s
Train epoch 94: top1%=0.35428398847579956, top2%=0.5114039778709412, top3%=0.6174439787864685, top4%=0.7005720138549805, top5%=0.769648015499115, loss=0.006587648722171783, time=147.79652571678162s
Train epoch 95: top1%=0.3573000133037567, top2%=0.5135840177536011, top3%=0.6188880205154419, top4%=0.7016720175743103, top5%=0.7698360085487366, loss=0.006573509076118469, time=147.69205474853516s
Train epoch 96: top1%=0.36252400279045105, top2%=0.5206480026245117, top3%=0.626039981842041, top4%=0.7090799808502197, top5%=0.7773759961128235, loss=0.006608296045303345, time=148.34158754348755s
Train epoch 97: top1%=0.35892799496650696, top2%=0.5163760185241699, top3%=0.6210560202598572, top4%=0.7033799886703491, top5%=0.7719640135765076, loss=0.006558957807540893, time=148.07717609405518s
Train epoch 98: top1%=0.36191999912261963, top2%=0.5200719833374023, top3%=0.6261280179023743, top4%=0.7082639932632446, top5%=0.777068018913269, loss=0.006594857511997223, time=148.44850182533264s
Train epoch 99: top1%=0.36268800497055054, top2%=0.5195800065994263, top3%=0.6243919730186462, top4%=0.7065280079841614, top5%=0.7747359871864319, loss=0.006567084700584412, time=147.6772997379303s
Train epoch 100: top1%=0.37209200859069824, top2%=0.5299760103225708, top3%=0.6349080204963684, top4%=0.715723991394043, top5%=0.781499981880188, loss=0.006539041780948639, time=147.73878359794617s
Train epoch 101: top1%=0.36048799753189087, top2%=0.5173680186271667, top3%=0.6224480271339417, top4%=0.7045959830284119, top5%=0.7721999883651733, loss=0.006535169599533081, time=147.8582627773285s
Train epoch 102: top1%=0.3678640127182007, top2%=0.5273839831352234, top3%=0.6325200200080872, top4%=0.7141519784927368, top5%=0.780735969543457, loss=0.006604091610908508, time=147.42667412757874s
Train epoch 103: top1%=0.36729198694229126, top2%=0.5267000198364258, top3%=0.6326159834861755, top4%=0.7137759923934937, top5%=0.782151997089386, loss=0.006596119794845581, time=148.04420828819275s
Train epoch 104: top1%=0.37510401010513306, top2%=0.532804012298584, top3%=0.6360759735107422, top4%=0.7167279720306396, top5%=0.7821599841117859, loss=0.006501302229881286, time=148.13921856880188s
Train epoch 105: top1%=0.35942399501800537, top2%=0.5153639912605286, top3%=0.6200119853019714, top4%=0.7033759951591492, top5%=0.7716799974441528, loss=0.006525289148807525, time=147.8021581172943s
Train epoch 106: top1%=0.3562999963760376, top2%=0.5109120011329651, top3%=0.616208016872406, top4%=0.6997680068016052, top5%=0.7681959867477417, loss=0.006488052825450897, time=147.48508429527283s
Train epoch 107: top1%=0.36022400856018066, top2%=0.5164759755134583, top3%=0.6214519739151001, top4%=0.7038879990577698, top5%=0.7722839713096619, loss=0.006509051252365112, time=147.3607165813446s
Train epoch 108: top1%=0.3686319887638092, top2%=0.5253239870071411, top3%=0.6296719908714294, top4%=0.7117040157318115, top5%=0.7791919708251953, loss=0.0065305045142173765, time=148.42848443984985s
Train epoch 109: top1%=0.36937999725341797, top2%=0.5267559885978699, top3%=0.6309080123901367, top4%=0.7125160098075867, top5%=0.7801799774169922, loss=0.006536725666046143, time=148.36037802696228s
Train epoch 110: top1%=0.36761999130249023, top2%=0.5244759917259216, top3%=0.6281599998474121, top4%=0.7101320028305054, top5%=0.7780439853668213, loss=0.006515063222408295, time=147.0402648448944s
Train epoch 111: top1%=0.36320799589157104, top2%=0.5194159746170044, top3%=0.6237999796867371, top4%=0.7062399983406067, top5%=0.7731279730796814, loss=0.00649615372467041, time=147.24111366271973s
Train epoch 112: top1%=0.36444801092147827, top2%=0.5217679738998413, top3%=0.6270999908447266, top4%=0.7088599801063538, top5%=0.7761840224266052, loss=0.006552230038166046, time=148.01715540885925s
Train epoch 113: top1%=0.3677839934825897, top2%=0.5245519876480103, top3%=0.6283599734306335, top4%=0.7088959813117981, top5%=0.7771880030632019, loss=0.0064830813932418825, time=147.49495029449463s
Train epoch 114: top1%=0.3711319863796234, top2%=0.5270000100135803, top3%=0.6310799717903137, top4%=0.7123600244522095, top5%=0.7798439860343933, loss=0.0065103179383277894, time=147.43623566627502s
Train epoch 115: top1%=0.3769359886646271, top2%=0.5335559844970703, top3%=0.6361719965934753, top4%=0.7164599895477295, top5%=0.7829679846763611, loss=0.006468405044555664, time=147.81178069114685s
Train epoch 116: top1%=0.3805840015411377, top2%=0.5387600064277649, top3%=0.6423640251159668, top4%=0.7228400111198425, top5%=0.7882840037345886, loss=0.006515813694000244, time=147.64812326431274s
Train epoch 117: top1%=0.3723599910736084, top2%=0.5298439860343933, top3%=0.6345639824867249, top4%=0.7157639861106873, top5%=0.7826600074768066, loss=0.006538687858581543, time=147.69904971122742s
