Train epoch 1: top1%=0.02687999978661537, top2%=0.04827999696135521, top3%=0.06754999607801437, top4%=0.08495999872684479, top5%=0.10120999813079834, loss=0.07826265464305877, time=55.54463839530945s
Train epoch 2: top1%=0.03345999866724014, top2%=0.05803999677300453, top3%=0.08000999689102173, top4%=0.1003199964761734, top5%=0.11860999464988708, loss=0.07690447689056397, time=53.12724566459656s
Train epoch 3: top1%=0.0377499982714653, top2%=0.06589999794960022, top3%=0.09040999412536621, top4%=0.11264999955892563, top5%=0.13213999569416046, loss=0.07613202746391297, time=54.12114405632019s
Train epoch 4: top1%=0.04228999838232994, top2%=0.07236000150442123, top3%=0.09916000068187714, top4%=0.12198999524116516, top5%=0.14350999891757965, loss=0.07543767585754395, time=54.16382956504822s
Train epoch 5: top1%=0.045399997383356094, top2%=0.07701999694108963, top3%=0.10492999851703644, top4%=0.12985999882221222, top5%=0.15219999849796295, loss=0.07493440193653107, time=54.392741203308105s
Train epoch 6: top1%=0.047839999198913574, top2%=0.08201999962329865, top3%=0.10999999940395355, top4%=0.13548000156879425, top5%=0.1577799916267395, loss=0.07455752451419831, time=54.27786207199097s
Train epoch 7: top1%=0.049639999866485596, top2%=0.08370999991893768, top3%=0.11215999722480774, top4%=0.1377200037240982, top5%=0.16171999275684357, loss=0.07426461749553681, time=54.10967183113098s
Train epoch 8: top1%=0.049869999289512634, top2%=0.08652999997138977, top3%=0.11648999899625778, top4%=0.14282000064849854, top5%=0.16684000194072723, loss=0.07401722662448883, time=54.04911732673645s
Train epoch 9: top1%=0.05243999883532524, top2%=0.08817999809980392, top3%=0.118429996073246, top4%=0.14531999826431274, top5%=0.16861999034881592, loss=0.07377082344532013, time=54.056087493896484s
Train epoch 10: top1%=0.05333999916911125, top2%=0.09005999565124512, top3%=0.1206899955868721, top4%=0.14796999096870422, top5%=0.1725900024175644, loss=0.07355740389823913, time=54.088722467422485s
Train epoch 11: top1%=0.05436999723315239, top2%=0.09188999980688095, top3%=0.12368999421596527, top4%=0.15017999708652496, top5%=0.17534999549388885, loss=0.07338455817699432, time=54.15144944190979s
Train epoch 12: top1%=0.05522000044584274, top2%=0.09333999454975128, top3%=0.12472999840974808, top4%=0.1531599909067154, top5%=0.17725999653339386, loss=0.07322244361400604, time=53.882688999176025s
Train epoch 13: top1%=0.056049998849630356, top2%=0.09423999488353729, top3%=0.12641999125480652, top4%=0.1540599912405014, top5%=0.17961999773979187, loss=0.07303477240562439, time=53.899938344955444s
Train epoch 14: top1%=0.05735999718308449, top2%=0.0960799977183342, top3%=0.12859000265598297, top4%=0.1562199890613556, top5%=0.18270999193191528, loss=0.07289028872013092, time=53.534427881240845s
