Train epoch 1: top1%=0.1000560000538826, top2%=0.19833199679851532, top3%=0.3010280132293701, top4%=0.40119999647140503, top5%=0.5006999969482422, loss=0.009425254369735717, time=263.0585243701935s
Train epoch 2: top1%=0.18371599912643433, top2%=0.3309600055217743, top3%=0.45160800218582153, top4%=0.5576639771461487, top5%=0.650048017501831, loss=0.008474045348644257, time=262.47693729400635s
Train epoch 3: top1%=0.2409680038690567, top2%=0.40143200755119324, top3%=0.521668016910553, top4%=0.6216279864311218, top5%=0.705731987953186, loss=0.007881774569034576, time=262.76490902900696s
Train epoch 4: top1%=0.26772400736808777, top2%=0.42963600158691406, top3%=0.5474079847335815, top4%=0.6427680253982544, top5%=0.7235000133514404, loss=0.007567958682537079, time=262.49601888656616s
Train epoch 5: top1%=0.28154799342155457, top2%=0.4424879848957062, top3%=0.5591319799423218, top4%=0.6524919867515564, top5%=0.7307559847831726, loss=0.007410966145515442, time=262.36798548698425s
Train epoch 6: top1%=0.2949160039424896, top2%=0.4573799967765808, top3%=0.5710319876670837, top4%=0.6626160144805908, top5%=0.7391719818115234, loss=0.007251074186325073, time=262.6665909290314s
Train epoch 7: top1%=0.313728004693985, top2%=0.47655200958251953, top3%=0.5898240208625793, top4%=0.6796320080757141, top5%=0.7541880011558533, loss=0.0071626726121902465, time=262.78541707992554s
Train epoch 8: top1%=0.3217639923095703, top2%=0.4835839867591858, top3%=0.5950999855995178, top4%=0.6829839944839478, top5%=0.7557399868965149, loss=0.007054017230510711, time=262.4994912147522s
Train epoch 9: top1%=0.33732399344444275, top2%=0.49784401059150696, top3%=0.6071199774742126, top4%=0.6929240226745605, top5%=0.7635080218315125, loss=0.006897876618385315, time=262.93414974212646s
Train epoch 10: top1%=0.3454520106315613, top2%=0.50655597448349, top3%=0.6139559745788574, top4%=0.6987599730491638, top5%=0.7687039971351624, loss=0.006860302552223206, time=262.8428785800934s
Train epoch 11: top1%=0.35486799478530884, top2%=0.5134760141372681, top3%=0.6203600168228149, top4%=0.7038679718971252, top5%=0.7720760107040405, loss=0.006710585018634796, time=263.08002495765686s
Train epoch 12: top1%=0.350600004196167, top2%=0.508072018623352, top3%=0.6136559844017029, top4%=0.6970440149307251, top5%=0.7665479779243469, loss=0.006607533041000366, time=265.76263999938965s
Train epoch 13: top1%=0.3664360046386719, top2%=0.5230479836463928, top3%=0.6268079876899719, top4%=0.7084559798240662, top5%=0.7765200138092041, loss=0.006556173689842224, time=263.0231993198395s
Train epoch 14: top1%=0.37965598702430725, top2%=0.5339120030403137, top3%=0.6368719935417175, top4%=0.7168599963188171, top5%=0.7820559740066528, loss=0.006456411491394043, time=263.4394807815552s
Train epoch 15: top1%=0.3823640048503876, top2%=0.5350559949874878, top3%=0.6364880204200745, top4%=0.7155719995498657, top5%=0.7808759808540344, loss=0.006372312693595886, time=262.8898856639862s
Train epoch 16: top1%=0.3895280063152313, top2%=0.5438039898872375, top3%=0.6468600034713745, top4%=0.7257120013237, top5%=0.7896519899368286, loss=0.00636826388502121, time=262.6146447658539s
Train epoch 17: top1%=0.3929719924926758, top2%=0.5466039776802063, top3%=0.6481040120124817, top4%=0.7250840067863464, top5%=0.7890399694442749, loss=0.006293632634162903, time=262.76766777038574s
Train epoch 18: top1%=0.37640801072120667, top2%=0.5278639793395996, top3%=0.6299560070037842, top4%=0.7099120020866394, top5%=0.7760999798774719, loss=0.00623158601474762, time=262.80507493019104s
